name,genome,amplicon_primers,pegRNAs,sgRNA_sequence
HEK3,hg38,HEK3,HEK3_DF_A_HA_del64nt;HEK3_DF_A_HA_del64nt_EvoPreQ1;HEK3_DF_A_PD_del90nt;HEK3_DF_A_PD_del90nt_EvoPreQ1;HEK3_DF_A_SA_del56nt;HEK3_DF_A_SA_del56nt_EvoPreQ1;HEK3_DF_A_SA_del77nt;HEK3_DF_A_SA_del77nt_EvoPreQ1;HEK3_DF_B_HA_del64nt;HEK3_DF_B_HA_del64nt_EvoPreQ1;HEK3_DF_B_PD_del90nt;HEK3_DF_B_PD_del90nt_EvoPreQ1;HEK3_DF_B_SA_del56nt;HEK3_DF_B_SA_del56nt_EvoPreQ1;HEK3_DF_B_SA_del77nt;HEK3_DF_B_SA_del77nt_EvoPreQ1;HEK3_attB_A_30;HEK3_attB_A_34;HEK3_attB_A_38;HEK3_attB_B_30;HEK3_attB_B_34;HEK3_attB_B_38;HEK3_attP_A_35;HEK3_attP_A_39;HEK3_attP_A_43;HEK3_attP_B_36;HEK3_attP_B_40;HEK3_attP_B_44;PE3_HEK3_FKBP_ins108bp;PE3_HEK3_FKBP_ins12bp;PE3_HEK3_FKBP_ins36bp;twinPE_HEK3_FKBP_ins108bp_A;twinPE_HEK3_FKBP_ins108bp_B,HEK3_3b_+90_nicking
