group,supplemental_indices,experiment_type,target_info,pegRNAs
AAVS1-1707+1710_A3835a_B3930a,,twin_prime,AAVS1-1707+1710,AAVS1_A3835a;AAVS1_B3930a
AAVS1-1707+1710_A3835a_B3930b,,twin_prime,AAVS1-1707+1710,AAVS1_A3835a;AAVS1_B3930b
AAVS1-1707+1710_A3835a_B3930c,,twin_prime,AAVS1-1707+1710,AAVS1_A3835a;AAVS1_B3930c
AAVS1-1707+1710_A3835b_B3903a,,twin_prime,AAVS1-1707+1710,AAVS1_A3835b;AAVS1_B3903a
AAVS1-1707+1710_A3835b_B3903b,,twin_prime,AAVS1-1707+1710,AAVS1_A3835b;AAVS1_B3903b
AAVS1-1707+1710_A3835b_B3903c,,twin_prime,AAVS1-1707+1710,AAVS1_A3835b;AAVS1_B3903c
AAVS1-1707+1710_A3835b_B3930a,,twin_prime,AAVS1-1707+1710,AAVS1_A3835b;AAVS1_B3930a
AAVS1-1707+1710_A3835b_B3930b,,twin_prime,AAVS1-1707+1710,AAVS1_A3835b;AAVS1_B3930b
AAVS1-1707+1710_A3835b_B3930c,,twin_prime,AAVS1-1707+1710,AAVS1_A3835b;AAVS1_B3930c
AAVS1-1707+1710_A3835c_B3903a,,twin_prime,AAVS1-1707+1710,AAVS1_A3835c;AAVS1_B3903a
AAVS1-1707+1710_A3835c_B3903b,,twin_prime,AAVS1-1707+1710,AAVS1_A3835c;AAVS1_B3903b
AAVS1-1707+1710_A3835c_B3903c,,twin_prime,AAVS1-1707+1710,AAVS1_A3835c;AAVS1_B3903c
AAVS1-1707+1710_A3835c_B3930a,,twin_prime,AAVS1-1707+1710,AAVS1_A3835c;AAVS1_B3930a
AAVS1-1707+1710_A3835c_B3930b,,twin_prime,AAVS1-1707+1710,AAVS1_A3835c;AAVS1_B3930b
AAVS1-1707+1710_A3835c_B3930c,,twin_prime,AAVS1-1707+1710,AAVS1_A3835c;AAVS1_B3930c
AAVS1-1717+1713_A1077a_B1154a,,twin_prime,AAVS1-1717+1713,AAVS1_A1077a;AAVS1_B1154a
AAVS1-1717+1713_A1077a_B1154b,,twin_prime,AAVS1-1717+1713,AAVS1_A1077a;AAVS1_B1154b
AAVS1-1717+1713_A1077a_B1154c,,twin_prime,AAVS1-1717+1713,AAVS1_A1077a;AAVS1_B1154c
AAVS1-1717+1713_A1077b_B1154a,,twin_prime,AAVS1-1717+1713,AAVS1_A1077b;AAVS1_B1154a
AAVS1-1717+1713_A1077b_B1154b,,twin_prime,AAVS1-1717+1713,AAVS1_A1077b;AAVS1_B1154b
AAVS1-1717+1713_A1077b_B1154c,,twin_prime,AAVS1-1717+1713,AAVS1_A1077b;AAVS1_B1154c
AAVS1-1717+1713_A1077c_B1154a,,twin_prime,AAVS1-1717+1713,AAVS1_A1077c;AAVS1_B1154a
AAVS1-1717+1713_A1077c_B1154b,,twin_prime,AAVS1-1717+1713,AAVS1_A1077c;AAVS1_B1154b
AAVS1-1717+1713_A1077c_B1154c,,twin_prime,AAVS1-1717+1713,AAVS1_A1077c;AAVS1_B1154c
AAVS1-1717+1713_A1098a_B1154a,,twin_prime,AAVS1-1717+1713,AAVS1_A1098a;AAVS1_B1154a
AAVS1-1717+1713_A1098a_B1154b,,twin_prime,AAVS1-1717+1713,AAVS1_A1098a;AAVS1_B1154b
AAVS1-1717+1713_A1098a_B1154c,,twin_prime,AAVS1-1717+1713,AAVS1_A1098a;AAVS1_B1154c
AAVS1-1717+1713_A1098b_B1154a,,twin_prime,AAVS1-1717+1713,AAVS1_A1098b;AAVS1_B1154a
AAVS1-1717+1713_A1098b_B1154b,,twin_prime,AAVS1-1717+1713,AAVS1_A1098b;AAVS1_B1154b
AAVS1-1717+1713_A1098b_B1154c,,twin_prime,AAVS1-1717+1713,AAVS1_A1098b;AAVS1_B1154c
AAVS1-1717+1713_A1098c_B1154a,,twin_prime,AAVS1-1717+1713,AAVS1_A1098c;AAVS1_B1154a
AAVS1-1717+1713_A1098c_B1154b,,twin_prime,AAVS1-1717+1713,AAVS1_A1098c;AAVS1_B1154b
AAVS1-1717+1713_A1098c_B1154c,,twin_prime,AAVS1-1717+1713,AAVS1_A1098c;AAVS1_B1154c
